Issue Number,Title,Posted By,Created At,Updated At,Labels,Label Count,Comments Count,activerecord,activesupport,With reproduction steps,good first issue,docs,encryption,attached PR,activestorage,actionpack,rails foundation,railties,stale,pinned,activejob,PostgreSQL,actioncable,actionview,onhold,ci issues,actiontext,security,actionmailer,asset pipeline,third party issue,engines,routing,regression,MySQL,activemodel,parallel testing,needs work,needs feedback
49590,Render Partial Collection ignores layout parameter,obie,October 2023,October 2024,"actionview, attached PR",2,5,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49545,"Incorrect value of current shard inside log tags - always falls back to ""default"" ",pospieszynski,October 2023,November 2023,"railties, With reproduction steps",2,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49520,strict_loading is ignored when using a subsequent .includes on a nested record,ivangreene,October 2023,December 2023,"activerecord, With reproduction steps",2,4,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49459,Reading from read replica using connected_to method will not enforce limit query,taman9333,October 2023,May 2024,"activerecord, pinned",2,18,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49434,"Using group and aggregated functions on dates with sqlite3, returns date as a string and not as a Time object.",mariochavez,September 2023,October 2023,"activerecord, With reproduction steps",2,7,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49355,ActiveRecord: `preload` for `has_many through` with `source_type` provided fails if `has_many through` association without `source_type` was specified in `preload` earlier.,EnotPoloskun,September 2023,September 2023,"activerecord, With reproduction steps",2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49331,Report what connection spec failed on `ActiveRecord::StatementInvalid`,sobrinho,September 2023,September 2023,"activerecord, With reproduction steps",2,11,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49303,"`render` with no arguments or non-existent partial returns `200 OK "" ""` in API controller",nholden,September 2023,October 2023,"actionpack, attached PR",2,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49227,`CurrentAttribute`s are cleared when a job gets executed inline in tests,Earlopain,September 2023,January 2024,"activejob, With reproduction steps, pinned",3,9,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49197,ActiveRecord: Incorrect preloading behavior on has_many through associations with strict_loading,inkstak,September 2023,December 2023,"activerecord, attached PR",2,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49104,ActiveStorage Javascript: Error parameter passed to the DirectUpload create callback should provide response status code and body,alexandergitter,September 2023,October 2024,"attached PR, activestorage",2,7,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49084,ActiveRecord: incorrect Preloader behavior on has_many through associations when through association is preloaded,kshnurov,August 2023,December 2023,"activerecord, With reproduction steps",2,4,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49009,AR::Base#becomes no longer handles attribute type changes,mlarraz,August 2023,November 2024,"activerecord, attached PR",2,2,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48968,ActiveRecord - Dependent destroy relies on cached ActiveRecord::Relation,sergioisidoro,August 2023,December 2023,"activerecord, With reproduction steps",2,4,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48945,Broken table alias referencing in Rails 7.0.7,kaoru,August 2023,July 2024,"activerecord, attached PR, With reproduction steps",3,13,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48944,Order of `id` column in `select` changes loaded record ID,conzett,August 2023,October 2023,"activerecord, With reproduction steps",2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48939,HABTM Silently ignores :dependent option,nhorton,August 2023,September 2023,"activerecord, attached PR",2,4,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48915,"Not obvious how to customize ActiveStorage routing, and undocumented in API docs and guide",technicalpickles,August 2023,November 2023,"docs, With reproduction steps, activestorage",3,2,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48908,ActiveRecord::RecordInvalid silently ignored during create! with associations and after_create callbacks,eric-christian,August 2023,August 2023,"activerecord, With reproduction steps",2,8,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48878,"ActionController::PermissionsPolicy does not define ""Permissions-Policy"" but ""Feature-Policy""",mikevoets,August 2023,August 2023,"actionpack, attached PR",2,1,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48874,Rack::Lint on Rails,skipkayhil,July 2023,September 2023,"actionpack, pinned",2,8,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48787,Combing tagged logger without block and with block leaks tags across threads,erikbelusic,July 2023,September 2023,"activesupport, With reproduction steps",2,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48775,"Arel table alias breaks insert, update, and delete statements",lavoiesl,July 2023,October 2023,"activerecord, attached PR",2,3,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48714,accepts_nested_attributes_for does not work with non `id` primary_key,fanantoxa,July 2023,November 2023,"activerecord, attached PR",2,9,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48671,Loading a CollectionAssociation is not threadsafe in all contexts,mullican,July 2023,July 2023,"activerecord, attached PR",2,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48633,Throwing abort on an autosaved `has_one` association does not raise an exception,wata727,July 2023,July 2023,"activerecord, attached PR",2,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48601,Test Fixture Not Decrypting Properly with store_accessor,donnfelker,June 2023,September 2024,"activerecord, With reproduction steps, encryption",3,8,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48548,`unscope` on `through` associations fails to respect default scope of join models,philip-maina,June 2023,June 2023,attached PR,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48497,Not possible to use upsert_all with point type column,morgoth,June 2023,September 2023,"activerecord, attached PR",2,2,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48468,Test suite hangs after upgrading from 6.1 to 7.0,krebbl,June 2023,November 2024,,0,33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48463,Suggested CSP nonce generator doesn't work the first time a page is loaded,olbrich,June 2023,September 2023,"actionpack, attached PR",2,5,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48423,Virtual stored columns should return new values on update,abaldwin88,June 2023,September 2023,"activerecord, attached PR",2,2,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48420,Type of keys returned by grouped count inconsistent after 7.0.5,thefloweringash,June 2023,June 2023,"activerecord, With reproduction steps",2,3,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48375,Server-Timings reported for partials are incorrect (too high) when nested partials are used,tgaff,June 2023,October 2023,"actionpack, actionview, With reproduction steps",3,5,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48341,Rails cache prefix is not properly configured for isolated caching during parallel tests.,rbroemeling,May 2023,September 2023,"activesupport, pinned",2,21,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48227,Wrong query generated when merging unscoping scopes with eager_loaded associations,pzac,May 2023,August 2023,"activerecord, With reproduction steps",2,7,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48077,has_one associated object saved twice and clears saved_changes ,briu,April 2023,November 2023,"activerecord, attached PR",2,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47913,Automatic Filtering Params Named as Encrypted Columns does not filter params of child models or when params are nested,annettemmm,April 2023,April 2023,attached PR,1,3,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47895,"find_each have different behavior for different batch_size, with illegitimate has_one association",yskkin,April 2023,August 2023,"activerecord, With reproduction steps",2,3,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47882,"""Run pending migrations"" button does not respect multiple migration paths",aedwardg,April 2023,December 2023,"activerecord, With reproduction steps",2,6,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47870,COPY ... TO cannot be executed on a readonly database connection (postgresql),kholbekj,April 2023,April 2023,"activerecord, attached PR, PostgreSQL",3,3,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47809,load_async on associations does not load the association,mikerobe,March 2023,January 2024,"activerecord, pinned",2,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47726,Route constraints with an array do not allow building a path only parsing a path.,urkle,March 2023,August 2023,"actionpack, attached PR",2,6,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47699,Weird interaction between AS::Concern and Module#ancestors,fxn,March 2023,August 2023,pinned,1,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47695,AR's before_last_save tracking wrong for nested callback,MaxLap,March 2023,July 2023,"activerecord, With reproduction steps",2,3,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47576,The action: option specified for a route under scope with action: is ignored,YusukeTakeuchi,March 2023,October 2023,"railties, attached PR, With reproduction steps",3,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47574,Inverses are not properly set for belongs_to associations using foreign keys and scopes,andrewberls,March 2023,March 2023,"activerecord, attached PR, With reproduction steps",3,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47571,Support for combining structurally incompatible relations with `and`,maxnotarangelo,March 2023,May 2023,"activerecord, attached PR",2,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47559,Attempting to save duplicate records with has_many_inversing enabled leads to SQL error,jhottenstein,March 2023,May 2024,"activerecord, With reproduction steps",2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47558,`belongs_to` relation SQL merges with and overwrites the `default_scope`,JeremyC-za,March 2023,August 2023,"activerecord, With reproduction steps",2,3,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47555,`counter_cache` is double incremented with disabled partial_inserts.,konalegi,March 2023,August 2023,"activerecord, With reproduction steps",2,3,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47521,saved_changes from ActiveRecord::Dirty does not include some changes on nested attributes,Tao-Galasse,February 2023,May 2023,"activerecord, With reproduction steps",2,5,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47498,`ActiveRecord::StrictLoadingViolationError` raised on `has_one :through` associations,MatheusRich,February 2023,November 2024,"activerecord, With reproduction steps",2,6,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47462,Avoid second query on in_batches.pluck,sobrinho,February 2023,October 2024,"activerecord, attached PR",2,22,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47426,accepts_nested_attributes_for does not set ActiveRecord_Associations_CollectionProxy instance cache for unpersisted records until it is called using to_a,sampatbadhe,February 2023,May 2023,"activerecord, With reproduction steps",2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47416,Track yarn version,rubys,February 2023,January 2024,pinned,1,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47357,Inconsistent scoping rules for `all queries: true` scopes and `#reload`,pjambet,February 2023,June 2023,"activerecord, attached PR",2,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47334,Error does not bubble up from invalid associated record to parent (more detailed),loqimean,February 2023,September 2024,"activerecord, With reproduction steps",2,3,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47184,`current_page?` wrong with root route,user073,January 2023,February 2023,"actionview, routing, attached PR",3,2,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47175,The eager load associations need check association scope ,OuYangJinTing,January 2023,August 2023,"activerecord, With reproduction steps",2,8,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47171,`Child` is created twice when `Parent has_one Child` and update `Parent` from `before_create` of `Child`.,kyanagi,January 2023,July 2023,"activerecord, attached PR, With reproduction steps",3,5,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47135,"has_one multiple assignment, update lost ",montdidier,January 2023,February 2023,"activerecord, attached PR",2,3,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47125,`COUNT(DISTINCT ..)` using a column name from `arel_table` returns incorrect result against MariaDB,kwojcik,January 2023,January 2023,"activerecord, attached PR",2,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46869,Rails logs a 200 even if Rack::ConditionalGet has replaced it with a 304,matteoredz,January 2023,May 2023,"actionpack, attached PR, With reproduction steps",3,5,0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46809,Deterministically encrypted attributes do not support joins for queries with `support_unencrypted_data`,ezekg,December 2022,February 2023,attached PR,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46806,"ActiveStorage::MirrorJob always uses the default service, even if overridden via `has_*_attached ..., service: :another_service`",jnimety,December 2022,January 2023,"attached PR, activestorage",2,3,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46797,Active Job async adapter may use connections without a lease,georgeclaghorn,December 2022,June 2024,"activejob, pinned",2,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46684,Serialized attributes assigned with accepts_nested_attributes_for throw Psych::DisallowedClass errors,akaspick,December 2022,May 2024,"activerecord, attached PR",2,5,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46653,becomes lost default value on target class,oniram88,December 2022,March 2023,"activerecord, With reproduction steps",2,7,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46587,rendering from templates do now allow you to override contextual details as expected,virtualfunction,November 2022,February 2023,"actionview, attached PR",2,2,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46521,ActiveRecord column_defaults should not memoize callable defaults,stanhu,November 2022,May 2023,"activerecord, With reproduction steps",2,4,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46514,TextHelper highlight does sanitisation incorrectly,viraptor,November 2022,October 2024,actionview,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46509,[BUG] Active Record `only_integer: true` validation doesn't always work with `accepts_nested_attributes_for`,mrabets,November 2022,July 2023,"activerecord, With reproduction steps",2,11,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46423,Collection association callbacks are not fired when set via inverse,agrobbin,November 2022,November 2023,"activerecord, With reproduction steps",2,7,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46419,ActiveJob's retry behavior is not consistent,shouichi,November 2022,July 2023,"activejob, With reproduction steps",2,5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
