Issue Number,Title,Posted By,Created At,Updated At,Labels,Label Count,Comments Count,activerecord,activesupport,With reproduction steps,good first issue,docs,encryption,attached PR,activestorage,actionpack,rails foundation,railties,stale,pinned,activejob,PostgreSQL,actioncable,actionview,onhold,ci issues,actiontext,security,actionmailer,asset pipeline,third party issue,engines,routing,regression,MySQL,activemodel,parallel testing,needs work,needs feedback
46412,main_app.posts_url doesn't include options from constraints,balvig,November 2022,March 2023,"actionmailer, With reproduction steps",2,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46361,[Bug] ActiveSupport::TimeWithZone's `today?` method returns wrong results when used with timezone other than UTC.,jatindhankhar,October 2022,June 2023,"activesupport, attached PR",2,10,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46351,Updating a column using `serialize` to its database default value of `{}` instead tries to save it as NULL,dfritsch,October 2022,July 2024,"activerecord, With reproduction steps",2,6,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46084,Tags leak across broadcasted loggers,thomasgt,September 2022,June 2023,"activesupport, pinned",2,6,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46003,"The response for ActionDispatch::RemoteIp::IpSpoofAttackError is not 4xx, but 500",willnet,September 2022,June 2023,"actionpack, With reproduction steps",2,13,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45967,Inconsistent update of timestamps while updating associations with *_ids=,matthee,September 2022,August 2023,"activerecord, With reproduction steps",2,7,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45906,High object allocation count from `ActiveRecord::ConnectionAdapters::PoolManager#pool_configs `,amarchenkoshopify,August 2022,May 2024,"regression, activerecord",2,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45832,MySQL 8.0 VARBINARY default value is hexadecimal,HParker,August 2022,December 2022,"activerecord, attached PR, MySQL",3,5,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45830,ActiveRecord Rollbacks on errors which happen on commit,Baxxx,August 2022,August 2022,"activerecord, With reproduction steps",2,11,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45817,Value of attribute default proc is shared between instances after dup + dirty tracking,quadule,August 2022,August 2022,"activerecord, attached PR",2,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45778,ActiveStorage attachments are lost when casting using Becomes,markedmondson,August 2022,November 2022,"With reproduction steps, activestorage",2,3,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45691,ActionMailer fails to create correct multipart message with rfc822 attachment,der-flo,July 2022,May 2023,"actionmailer, pinned",2,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45636,Invalid template types should raise an exception,axos88,July 2022,March 2024,"actionview, With reproduction steps",2,10,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45632,`_read_attribute` method should also check whether an attribute is aliased or not,khiav223577,July 2022,August 2024,"activerecord, attached PR",2,10,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45609,Cannot add ActiveModel::Attribute::FromDatabase to permitted YAML safe load classes,stanhu,July 2022,January 2023,"regression, activemodel",2,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
45596,Setting `schema_dump` in database.yml does not change dump format,leboshi,July 2022,July 2022,"activerecord, attached PR",2,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45552,Rails 7.0.3 Db migration with multiple Databases disturbing tasks name change when using database_tasks: in database.yml,net1957,July 2022,March 2024,"activerecord, pinned",2,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45548,TimeWithZone#time returns incorrect time,shouichi,July 2022,September 2024,"activesupport, attached PR",2,7,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45500,url_options are wrong after accessing engine route in integration tests,brandoncc,June 2022,June 2023,"actionpack, routing, With reproduction steps",3,2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45433,"`1.years.hours`, `1.year.days`, and other duration methods called on `1.year` all return the number of seconds in a year. ",db00m,June 2022,June 2022,"activesupport, attached PR",2,3,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45431,Move `test:prepare` task to the main rails tasks from test_unit railtie,simmerz,June 2022,December 2022,"railties, attached PR",2,3,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45405,Allow configuration of embeddables storage service for ActionText via `has_rich_text`,simmerz,June 2022,September 2022,"attached PR, actiontext",2,6,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45320,[Bug] ActiveRecord: Association's validations are ran only on create when assigning with *_ids=,james-em,June 2022,September 2024,"activerecord, attached PR",2,6,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45295,app:update (selecting All) results in NoMethodError on config/initializers/assets.rb:4,josh-m-sharpe,June 2022,October 2022,"railties, attached PR",2,6,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45286,Enumerable::index_with will share the memory of the default value between keys,dsusviela,June 2022,June 2022,attached PR,1,4,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45209,Associated records are validated when passing context,shouichi,May 2022,October 2023,"activerecord, attached PR",2,6,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45112,Action Cable: Client-initiated heartbeats,jeremy,May 2022,August 2022,"pinned, actioncable",2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45056,Preload doesn't work properly for has_many through associations with STI model,vitalinfo,May 2022,March 2023,"activerecord, attached PR, With reproduction steps",3,3,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44946,Cannot create model with attached activestorage file with strict_loading set to true,javinto,April 2022,October 2022,"activerecord, With reproduction steps, activestorage",3,4,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44922,Multiple joins on the same table are broken in 6.1 and above,mikdiet,April 2022,August 2023,"activerecord, With reproduction steps",2,13,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44905,ActiveRecord::Base abstract class with method none invalid for comparison,Viktor-Ivliev,April 2022,December 2023,"activerecord, With reproduction steps",2,8,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44867,Actions named `#alert` and `#notice` are not available from Rails 7,r7kamura,April 2022,September 2023,"actionpack, attached PR",2,2,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44823,"All Queries Default Scopes can lead to ""ignored"" updates",pjambet,April 2022,September 2022,"activerecord, attached PR",2,5,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44819,`Record#dup` adds this additional new record to associations this record belongs to when `inverse_of` specified,aglushkov,April 2022,July 2023,"activerecord, attached PR, With reproduction steps",3,8,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44806,Through associations ignore the joins option of the through association if merge is used,jguecaimburu,March 2022,September 2024,"activerecord, attached PR",2,4,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44800,Too much magic in `Rails.logger` and logging to `STDERR` causes duplicate output.,ioquatix,March 2022,March 2023,"activesupport, pinned",2,29,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44790,Active record association not attached (or detached) with config.load_defaults 7.0,aglushkov,March 2022,July 2022,"activerecord, With reproduction steps",2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44776,Less records returned from a query with eager loading and ordering on a column from has_many association,bli,March 2022,March 2022,"activerecord, With reproduction steps",2,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44745,`ActiveRecord::QueryMethods#in_order_of` error when passing an out-of-range Integer,tejanium,March 2022,October 2024,"activerecord, attached PR",2,2,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44713,Using `update` inside a transaction behaves differently when used in tests ,richardboehme,March 2022,June 2022,"activerecord, attached PR",2,9,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44668,TaggedLogging not broadcasting tags,mtomiyoshi,March 2022,September 2022,"activesupport, attached PR, With reproduction steps",3,1,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44652,ActionCable: Repeated subscription attempts,sj26,March 2022,December 2024,"attached PR, actioncable",2,24,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44594,STI foreign key auto detection regression,yskkin,March 2022,October 2024,activerecord,1,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44489,connection.sanitize_limit is no longer needed when building limit clause,harrycis,February 2022,May 2022,"activerecord, attached PR",2,7,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44479,"When using both touch and counter_cache on a belongs_to association, updated_at on the associated object instance is not updated",yan-hoose,February 2022,December 2024,"activerecord, With reproduction steps",2,16,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44465,[activerecord] `numericality: {in: ...}` should accept an Array or Set of explicit values,postmodern,February 2022,June 2022,"activerecord, attached PR",2,4,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44401,Arel::UpdateManager with join statement on a sqlite and postgres database are invalid,gagalago,February 2022,December 2022,"activerecord, With reproduction steps",2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44362,Handle dependent: nil on ActiveStorage attachments,ryanseys,February 2022,March 2024,"attached PR, activestorage",2,11,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44312,ActiveRecord::Sanitization::ClassMethods#sanitize_sql surrounds Numerics with quotes,rbgrouleff,February 2022,January 2024,"activerecord, attached PR",2,29,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44160,field_error_proc does not trigger on belongs_to association without explicit validation on <association>_id,guaguasi,January 2022,October 2023,"activerecord, With reproduction steps",2,6,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44134,Configured email interceptors not accessible from the config hash,matteo-rossi-wise,January 2022,May 2022,"actionmailer, attached PR, With reproduction steps",3,6,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44084,Associated new records are validated even if :autosave and :validate are false,nhasselmeyer,January 2022,February 2022,"activerecord, With reproduction steps",2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44071,Request tests and ApplicationController use different default hostnames,dmolesUC,January 2022,January 2022,"actionpack, attached PR",2,3,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43978,Rails 7 Schema Load ignores primary abstract class connection,codeodor,December 2021,April 2022,"activerecord, pinned",2,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43728,Extra stuff after charset in Content-Type disappears,r7kamura,November 2021,July 2024,"actionpack, attached PR",2,3,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43676,ActiveRecord not validating relationship on update if :inverse_of is specified and relationship is accessed before update,morphine00,November 2021,November 2021,"activerecord, With reproduction steps",2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43657,Preloading has_one through fails to load the associated record,francois,November 2021,February 2022,"activerecord, With reproduction steps",2,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43654,Rails renders unexpected format with request MIME-Type `*/*`,sudoremo,November 2021,November 2021,"actionpack, With reproduction steps",2,2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43653,An incorrect query is generated for has_many associations through has_many associations with nonstandard table names and foreign keys,jamesbvaughan,November 2021,September 2022,"activerecord, attached PR, With reproduction steps",3,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43647,Association target with duplicate records,composerinteralia,November 2021,November 2021,"activerecord, With reproduction steps",2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43642,There is no way to run ActiveRecord callbacks after a model is loaded with included associations,adamdebono,November 2021,February 2022,"activerecord, With reproduction steps",2,6,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43638,Scaffolding generates broken fixtures for namespaced models,jagthedrummer,November 2021,October 2023,"railties, With reproduction steps",2,12,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43633,ActiveStorage is not compatible with relative_root_urls,taa-lze,November 2021,December 2021,"With reproduction steps, activestorage",2,2,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43466,Unable to allow dots in params without slashes,maths22,October 2021,August 2023,"actionpack, With reproduction steps",2,8,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43400,`save(validate: false)` still runs `before_validation`s on associated records,ghiculescu,October 2021,December 2022,"activerecord, attached PR",2,14,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43357,default_url_options is ignored in console,grosser,October 2021,October 2021,"actionpack, attached PR",2,1,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43289,`path_for` escapes anchor/fragment twice,Peleg,September 2021,February 2023,"actionpack, attached PR",2,6,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43231,Migration errors from active storage after rails master to rails alpha migration with app:update ,gingermusketeer,September 2021,September 2021,"attached PR, activestorage",2,9,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43194,"When passed index: nil, form builder helpers should not infix name attribute with empty brackets []",heynan0,September 2021,December 2021,"actionview, attached PR",2,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43096,Kind of caching issue updating has_one association,MathijsK93,August 2021,November 2023,"activerecord, attached PR",2,10,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43014,ActiveRecord raises an ActiveRecord::UnknownAttributeReference error on order of a PostgreSQL json column,cveneziani,August 2021,October 2023,"activerecord, attached PR",2,2,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43005,Statements with timestamp should not be prepared even if prepared_statements is enabled in mysql2 adapter,khiav223577,August 2021,November 2023,"activerecord, pinned",2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42975,prepare statements is not enabled by default with mysql2 adapter,khiav223577,August 2021,June 2023,"activerecord, attached PR",2,9,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42959,Deprecate mutable default for attributes,fsateler,August 2021,August 2021,"activemodel, With reproduction steps",2,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42942,unsafe query generation?,Alaa-abdulridha,August 2021,August 2021,"actionpack, security",2,4,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
